AMB_TEMP CH4 CO NMHC O3 PM10 RH SO2 THC UVB WD_HR WIND_DIREC WIND_SPEED WS_HR
27 1 0 0 23 14 93 0 1 1 275 256 1 0
17 1 0 0 44 7 95 0 2 1 310 313 3 2
28 1 0 0 45 40 79 5 1 1 141 147 1 1
25 1 0 0 5 10 88 0 1 1 218 70 0 0
12 2 0 0 21 123 79 4 2 1 150 147 1 1
24 2 1 0 29 44 75 2 2 1 145 145 2 1
28 1 0 0 3 21 83 3 2 1 96 100 3 2
18 2 0 0 21 20 89 1 2 1 186 182 1 0
30 1 0 0 17 39 73 0 2 1 227 179 0 0
23 1 0 0 38 45 75 1 2 1 145 145 2 1
25 1 0 0 25 26 93 1 2 1 278 273 1 1
26 2 1 0 7 38 77 2 2 1 177 196 1 1
26 2 0 0 36 45 69 3 2 1 89 93 2 3
17 1 0 0 58 9 98 1 2 1 87 80 1 1
26 1 0 0 1 54 77 5 2 1 174 230 0 0
19 1 0 0 46 15 74 1 2 1 106 117 0 0
17 2 0 0 33 44 79 1 2 1 97 117 1 0
27 1 0 0 30 56 82 2 2 1 353 25 3 0
12 1 0 0 23 84 73 5 2 1 89 91 2 2
19 1 0 0 22 21 79 1 2 1 104 81 1 1
20 1 0 0 22 16 71 1 2 2 95 90 2 1
30 1 0 0 11 34 73 1 2 1 218 205 1 0
12 1 0 0 28 123 78 5 2 1 129 128 1 1
22 1 0 0 20 84 85 2 2 1 178 172 1 1
27 1 0 0 48 61 56 3 2 1 70 65 7 6
19 1 1 0 1 55 87 3 2 1 293 186 0 0
21 1 0 0 37 81 84 3 2 1 46 43 1 1
14 2 0 0 16 28 86 0 2 0 60 59 3 2
23 1 0 0 29 38 75 1 2 1 145 145 2 1
23 1 0 0 29 36 75 2 2 1 145 145 2 1
17 1 0 0 18 35 92 1 2 1 86 92 1 1
18 1 0 0 29 29 68 1 2 1 78 74 3 3
16 1 0 0 38 110 74 8 2 1 94 112 2 1
28 1 0 0 17 33 80 1 2 1 204 163 3 1
23 1 0 0 5 35 75 1 2 0 145 145 2 1
22 1 0 0 37 39 94 14 2 1 96 89 2 2
14 1 1 0 25 43 90 3 2 1 90 90 2 2
23 1 0 0 13 35 85 2 2 1 124 118 2 2
16 1 0 0 48 40 93 2 2 1 49 49 3 3
12 1 0 0 42 70 72 1 2 1 54 51 8 7
19 1 0 0 40 44 93 1 2 1 77 70 1 1
32 1 0 0 62 32 48 1 2 1 288 307 1 0
27 1 0 0 40 48 73 4 2 1 310 320 2 1
29 1 0 0 11 40 71 2 2 0 223 214 1 1
23 1 0 0 9 49 75 2 2 0 145 145 2 1
24 1 0 0 13 54 92 2 2 1 248 246 5 6
24 1 0 0 52 42 60 1 2 1 115 111 3 3
24 2 1 0 29 41 67 2 2 1 145 145 2 1
11 1 0 0 21 34 82 1 2 1 92 89 3 2
22 1 0 0 38 71 86 1 2 1 39 39 7 6
23 1 0 0 41 32 81 5 1 0 78 71 2 2
16 1 0 0 39 98 68 5 2 0 81 88 2 2
31 1 0 0 10 19 72 2 1 0 220 231 1 0
22 1 0 0 30 62 97 1 2 1 69 131 1 1
26 1 0 0 65 71 48 5 2 1 104 99 3 2
28 1 0 0 22 0 61 1 2 1 247 244 7 7
26 1 2 0 3 27 88 3 2 1 175 174 1 0
28 2 1 0 56 82 67 4 2 1 248 269 1 0
23 1 0 0 20 35 82 4 2 1 140 125 2 1
17 2 0 0 2 62 87 3 2 1 190 158 0 0
27 1 0 0 2 40 88 6 2 1 36 96 0 1
28 0 0 0 3 32 73 3 0 1 166 158 1 1
25 1 0 0 2 37 89 3 2 1 289 297 1 0
16 1 0 0 75 159 62 7 2 1 29 29 6 4
36 1 0 0 74 53 58 2 2 1 289 280 4 3
23 1 0 0 17 72 92 2 2 1 212 211 0 2
22 2 0 0 39 78 76 2 2 0 291 294 3 3
30 1 0 0 17 52 73 9 2 1 121 132 2 2
23 1 0 0 15 10 75 0 2 0 145 145 2 1
30 1 0 0 26 35 67 18 1 1 60 62 2 1
19 1 0 0 31 17 79 0 2 1 55 52 1 2
21 1 0 0 34 55 82 1 1 1 93 107 1 1
24 1 0 0 57 82 78 2 2 1 51 49 5 5
23 1 0 0 45 20 69 6 2 1 129 146 2 2
27 2 0 0 16 34 85 2 2 1 136 198 1 1
25 1 0 0 8 28 95 2 2 1 218 232 1 1
28 1 0 0 4 46 83 7 2 1 129 315 1 1
25 1 0 0 12 23 90 2 2 1 145 165 1 1
19 2 0 0 21 102 64 5 2 1 100 99 4 3
15 1 0 0 36 28 95 1 2 1 46 47 2 1
26 1 0 0 10 31 81 3 2 1 184 175 1 1
21 1 0 0 5 58 82 3 2 1 299 321 0 0
15 1 0 0 26 24 78 2 2 1 84 77 3 3
14 2 0 0 27 27 61 1 2 0 59 65 2 2
20 1 0 0 31 45 85 2 2 1 59 56 3 3
28 1 0 0 38 2577 100 2 2 1 1 1 0 1
19 1 0 0 45 27 68 3 2 1 58 57 4 3
19 1 1 0 0 93 84 4 2 1 288 285 0 0
26 1 0 0 5 25 97 1 1 1 275 278 0 0
19 1 0 0 44 42 71 2 2 1 79 80 4 4
25 1 0 0 28 26 89 2 2 1 44 44 4 3
18 2 0 0 36 39 91 1 2 1 158 173 1 0
20 2 2 0 29 72 81 3 3 1 145 145 2 1
14 1 0 0 22 44 57 2 2 1 82 87 2 2
34 1 0 0 14 20 51 1 2 1 90 86 3 3
17 1 0 0 7 112 80 14 2 1 292 325 1 0
24 1 0 0 68 73 63 3 2 4 356 27 2 2
17 1 0 0 45 64 58 3 2 1 93 97 2 1
24 1 0 0 7 22 89 3 2 1 95 347 1 0
23 2 1 0 29 95 75 13 2 1 145 145 2 1
14 1 0 0 23 2 86 1 2 1 73 69 1 1
24 1 0 0 42 50 67 4 2 1 71 57 7 5
19 1 0 0 55 13 100 0 2 1 145 145 2 1
28 1 0 0 21 25 87 2 2 1 266 230 1 0
33 1 0 0 65 42 57 3 2 1 266 262 4 3
25 2 0 0 6 67 88 2 2 1 150 127 0 0
22 1 0 0 37 29 74 2 2 1 78 80 3 2
34 1 0 0 35 21 41 9 2 1 95 100 2 1
19 1 0 0 54 33 77 2 2 0 93 95 3 3
35 1 0 0 51 47 63 3 1 4 255 254 3 2
27 2 1 0 13 45 77 4 2 1 261 254 0 0
24 1 0 0 35 24 71 1 2 1 81 85 3 2
33 1 0 0 38 37 45 2 2 1 255 235 3 3
15 1 0 0 22 35 72 8 2 1 58 49 1 0
23 1 0 0 3 77 93 1 2 1 176 177 1 0
27 1 0 0 18 26 73 2 2 1 90 91 2 2
19 1 0 0 21 24 93 2 2 1 358 351 0 0
16 1 0 0 26 114 55 6 2 1 83 70 1 1
16 1 0 0 26 29 72 2 2 1 67 78 3 2
22 1 0 0 41 52 76 2 2 1 64 62 4 4
26 2 0 0 2 42 71 4 2 0 213 146 1 0
23 2 0 0 29 42 75 1 2 1 145 145 2 1
23 1 0 0 46 21 73 1 1 1 83 82 1 1
32 1 0 0 63 48 60 4 2 0 75 121 3 2
16 1 0 0 53 37 89 1 1 1 81 82 3 2
24 1 0 0 27 26 86 3 2 1 303 305 0 0
21 1 1 0 23 51 82 3 2 1 101 97 1 1
31 1 1 0 33 34 51 2 2 1 69 61 2 1
26 1 1 0 29 50 55 2 2 1 145 145 2 1
28 2 0 0 29 24 76 2 2 1 145 145 2 1
30 2 1 0 29 36 62 2 2 1 145 145 2 1
30 1 0 0 29 26 67 2 1 1 145 145 2 1
23 1 2 0 29 64 75 4 2 1 145 145 2 1
16 1 0 0 24 35 85 4 2 1 42 48 2 2
13 2 0 0 19 54 70 7 2 1 140 119 1 0
28 1 0 0 20 28 71 1 2 1 139 203 1 0
24 1 0 0 26 28 94 1 2 1 137 152 1 1
24 2 0 0 39 26 78 2 2 0 62 63 1 1
25 1 0 0 2 53 90 4 2 1 50 84 1 0
31 1 0 0 26 38 67 2 2 1 338 94 2 1
30 1 0 0 97 43 71 5 2 1 47 45 4 3
23 1 0 0 20 45 91 5 2 1 8 38 1 0
30 1 0 0 25 39 68 2 2 1 250 259 5 4
25 1 0 0 39 39 71 1 2 1 92 94 3 3
30 1 2 0 32 51 61 5 2 1 36 92 1 0
18 2 1 0 22 68 70 3 2 1 108 96 1 0
33 1 0 0 63 49 67 2 2 7 258 286 1 0
23 1 0 0 43 71 75 2 2 4 145 145 2 1
23 2 1 0 29 62 75 3 2 1 145 145 2 1
27 1 0 0 32 31 79 1 2 1 101 75 2 2
23 2 0 0 29 93 75 6 2 1 145 145 2 1
17 2 1 1 2 66 89 5 3 1 157 159 0 0
20 1 0 0 0 72 92 6 2 1 102 235 0 0
26 2 0 0 13 24 77 1 2 1 143 358 0 0
23 1 0 0 38 73 75 4 2 5 145 145 2 1
21 1 0 0 24 23 77 2 2 1 97 91 1 1
24 1 0 0 60 44 82 2 2 1 50 59 3 3
26 1 0 0 7 17 85 2 2 1 170 175 1 1
24 1 0 0 45 40 61 3 2 1 49 47 4 4
24 1 0 0 27 82 85 10 2 1 247 240 1 1
26 1 0 0 30 57 84 6 2 1 82 86 2 2
22 1 0 0 50 44 74 2 2 1 85 86 2 2
31 1 0 0 39 30 60 8 2 0 300 289 1 0
16 1 1 0 29 55 60 1 2 1 145 145 2 1
17 1 0 0 29 24 77 3 2 1 137 125 1 0
26 2 3 1 29 74 72 5 3 1 145 145 2 1
28 1 1 0 0 48 84 3 2 1 355 301 0 0
25 1 0 0 32 30 91 7 2 1 77 84 4 3
26 1 0 0 2 19 91 1 2 1 348 335 0 0
24 1 0 0 37 31 83 2 2 1 92 92 5 4
26 1 0 0 107 67 82 8 2 1 50 49 0 0
25 1 0 0 48 59 81 1 2 1 94 191 1 0
31 1 0 0 44 24 55 2 2 1 92 86 3 3
18 1 0 0 25 27 76 4 2 1 77 76 4 4
19 1 0 0 43 48 69 2 2 1 108 112 0 0
14 1 0 0 4 21 86 0 2 1 139 281 0 0
29 1 0 0 11 11 78 10 2 1 83 70 2 1
22 1 0 0 12 31 88 2 2 1 293 295 2 2
31 1 0 0 29 27 58 2 2 1 174 174 2 3
30 1 0 0 37 27 76 1 2 1 269 266 4 4
20 2 0 0 74 109 65 3 2 0 98 99 3 3
16 1 0 0 37 33 89 2 2 1 53 53 4 4
24 2 1 0 37 46 66 4 2 1 173 188 2 0
23 1 0 0 34 24 75 1 2 0 145 145 2 1
19 1 0 0 30 22 62 31 2 1 51 49 1 1
8 1 0 0 43 3 100 0 2 1 145 145 2 1
26 1 0 0 35 16 79 2 2 1 158 229 1 2
28 1 0 0 5 34 79 4 2 1 68 71 1 0
25 1 0 0 40 45 89 1 2 1 310 323 1 1
16 1 0 0 38 9 69 1 2 1 107 100 3 2
28 1 0 0 16 32 80 2 2 1 165 188 4 2
6 1 0 0 44 16 90 2 2 1 145 145 2 1
22 1 0 0 29 23 87 1 2 1 68 53 1 0
25 1 0 0 24 29 81 5 2 1 53 57 1 1
19 1 0 0 14 39 83 2 2 1 279 290 1 0
23 1 0 0 38 22 75 1 2 1 145 145 2 1
28 1 0 0 6 27 82 1 2 1 195 97 1 0
18 1 0 0 21 52 81 2 2 1 114 114 2 2
7 1 0 0 43 70 92 5 2 1 145 145 2 1
34 1 0 0 55 39 44 2 2 1 254 242 2 1
15 1 0 0 54 78 86 2 2 1 273 254 1 0
32 1 0 0 56 26 52 2 1 1 227 290 1 0
24 1 0 0 23 27 84 2 2 1 111 108 2 2
21 1 0 0 15 12 95 1 2 1 145 145 2 1
21 1 0 0 9 17 87 2 2 0 71 65 3 1
19 1 0 0 58 125 68 6 2 1 66 17 1 0
29 2 1 0 0 65 80 9 2 0 247 246 1 1
33 1 0 0 54 37 48 1 2 1 352 311 2 0
23 1 0 0 32 18 75 1 2 0 145 145 2 1
26 1 1 0 29 33 65 2 2 1 145 145 2 1
26 1 0 0 51 19 78 2 2 1 145 145 2 1
30 1 0 0 16 44 59 5 2 1 234 241 5 4
31 1 0 0 15 41 72 3 2 0 223 209 1 1
27 1 0 0 30 23 2 1 2 1 63 62 4 4
22 0 1 0 0 68 91 6 0 0 94 88 0 0
12 1 0 0 11 62 84 1 2 1 143 136 0 0
13 1 0 0 25 92 55 5 2 1 264 244 1 0
18 1 0 0 47 45 46 3 2 1 57 54 6 6
17 1 0 0 25 33 68 2 2 1 321 282 1 0
13 1 0 0 61 34 100 1 2 1 145 145 2 1
26 1 0 0 23 32 93 2 2 1 355 332 2 0
28 1 0 0 15 15 79 3 2 0 223 205 0 0
15 1 0 0 40 11 84 1 1 1 84 81 1 1
26 1 0 0 25 33 78 2 2 1 144 141 1 0
24 1 0 0 46 44 81 4 2 1 52 103 1 2
28 2 0 0 48 24 71 4 2 1 329 339 2 0
28 1 0 0 49 39 47 1 2 1 101 85 5 4
33 1 0 0 15 34 51 3 2 1 279 285 1 1
21 3 2 0 1 126 82 4 3 1 323 321 1 0
13 1 0 0 54 43 77 0 2 1 58 56 3 2
28 1 0 0 30 52 80 3 2 1 204 18 1 0
23 2 0 0 1 35 89 5 2 0 109 98 0 0
25 1 0 0 15 11 91 1 1 1 114 137 0 0
27 2 1 0 29 59 70 4 2 1 145 145 2 1
17 1 0 0 33 30 87 1 2 1 65 64 1 0
25 1 0 0 64 32 85 4 2 1 145 145 2 1
9 1 0 0 55 4 100 0 2 1 145 145 2 1
34 1 0 0 16 16 58 1 1 1 122 126 3 3
24 2 1 0 29 58 84 2 3 1 145 145 2 1
28 1 0 0 34 40 92 4 2 1 132 50 1 0
0 1 2 0 25 10 0 3 2 1 145 145 2 1
22 1 0 0 10 86 92 5 2 1 229 232 1 1
30 1 0 0 36 12 73 1 1 1 85 87 2 2
26 2 1 0 32 34 76 3 2 1 153 144 2 0
30 1 0 0 26 15 70 1 2 1 85 73 4 4
26 1 0 0 34 49 74 2 2 1 80 132 1 0
17 1 0 0 38 51 82 2 2 1 51 49 6 6
31 1 1 0 74 46 50 2 2 1 89 113 1 0
20 2 0 0 1 53 89 2 2 1 141 140 1 0
27 1 0 0 26 24 84 1 2 1 176 170 3 2
28 1 0 0 13 24 79 2 2 1 151 148 0 0
31 1 0 0 19 31 63 2 2 1 253 261 2 1
19 1 0 0 30 44 79 2 2 1 104 103 3 3
16 1 0 0 36 48 66 1 1 1 67 64 3 2
27 1 0 0 43 33 65 1 2 1 260 229 1 0
24 1 0 0 23 29 94 2 2 1 46 45 2 1
8 1 0 0 42 3 100 0 2 1 145 145 2 1
22 1 0 0 10 48 82 6 2 1 116 115 3 2
25 1 0 0 31 51 72 4 1 1 62 62 2 1
23 1 0 0 70 40 75 5 2 3 145 145 2 1
13 1 0 0 32 10 90 1 2 1 93 94 2 2
21 1 1 0 23 87 68 3 2 1 44 48 1 1
30 1 0 0 19 38 57 2 2 0 76 71 1 1
29 1 0 0 20 63 59 3 2 1 168 147 2 1
17 1 0 0 29 34 65 1 2 1 102 101 2 2
23 1 0 0 32 33 75 2 2 7 145 145 2 1
19 1 0 0 35 11 86 3 2 0 71 67 1 1
24 1 0 0 1 55 84 13 2 1 86 100 1 0
26 1 1 0 29 27 90 3 2 1 145 145 2 1
30 1 0 0 9 23 70 3 2 1 281 277 1 1
25 1 0 0 40 28 82 1 2 1 80 84 2 2
34 1 0 0 47 24 55 2 2 1 271 294 1 1
21 1 0 0 18 65 92 1 2 1 269 277 1 2
24 1 0 0 15 79 90 2 2 1 227 272 1 1
23 1 0 0 48 46 64 2 2 1 76 87 4 3
19 2 0 0 9 73 69 2 2 1 80 97 1 1
30 1 0 0 69 37 58 2 2 1 83 325 3 0
21 1 0 0 19 42 87 2 2 1 41 42 2 1
29 1 0 0 114 103 64 5 2 1 281 272 2 2
22 1 0 0 52 26 64 1 2 1 88 76 6 5
22 1 0 0 50 50 92 0 1 1 83 83 1 1
20 1 0 0 30 13 74 0 2 1 118 119 6 5
23 1 0 0 8 65 85 4 2 1 85 86 2 1
25 1 0 0 25 35 85 4 2 0 87 88 4 3
18 1 0 0 44 26 93 1 2 1 89 89 1 1
28 1 0 0 65 45 74 4 2 1 52 65 2 1
30 1 0 0 19 27 62 1 2 1 210 243 1 1
23 1 0 0 36 53 75 2 2 8 145 145 2 1
30 1 0 0 58 34 75 5 2 1 48 51 3 3
32 1 0 0 62 31 67 3 2 1 250 249 2 2
28 1 0 0 11 26 73 1 2 1 169 183 4 3
28 1 0 0 38 57 83 3 2 1 96 113 0 0
30 1 0 0 60 25 67 10 2 1 288 295 1 1
30 1 0 0 30 44 72 3 2 0 67 70 1 1
13 1 0 0 38 51 69 1 2 1 76 70 3 2
32 1 0 0 36 27 56 2 2 1 119 80 1 0
17 1 0 0 49 93 73 2 2 1 33 37 4 4
32 2 0 0 85 64 51 0 2 1 270 270 1 1
11 2 0 0 2 62 88 3 2 1 171 167 1 0
28 1 0 0 75 80 71 5 2 1 322 335 1 1
23 2 1 0 29 62 75 5 3 1 145 145 2 1
23 1 0 0 74 43 75 5 2 0 145 145 2 1
20 1 0 0 24 29 84 2 2 1 221 232 2 3
23 1 0 0 30 22 99 12 1 1 276 302 0 0
25 1 0 0 78 45 47 3 2 7 81 90 3 2
26 1 0 0 32 22 79 1 2 1 47 46 3 2
28 1 0 0 17 18 69 6 2 1 107 111 4 2
18 1 0 0 11 34 81 1 2 1 26 22 2 2
17 1 0 0 35 27 92 1 2 1 131 44 3 1
29 1 0 0 0 22 78 9 2 1 169 206 1 0
21 1 0 0 54 32 87 4 1 1 27 9 0 0
27 1 0 0 5 33 80 3 2 1 220 231 1 0
33 1 0 0 44 45 67 2 1 1 86 91 2 0
15 1 0 0 46 29 93 0 2 1 52 48 6 6
34 1 0 0 33 59 50 1 1 1 245 240 3 3
21 1 0 0 28 3 100 0 2 1 145 145 2 1
27 1 0 0 29 39 64 1 2 2 82 84 2 2
14 1 0 0 64 22 100 3 2 1 145 145 2 1
15 1 0 0 8 24 77 1 2 1 127 133 0 0
18 1 0 0 25 48 95 3 2 1 34 34 2 1
26 2 1 0 16 64 72 9 2 1 263 269 1 1
19 1 0 0 47 24 81 1 2 1 96 94 4 3
25 1 0 0 33 22 72 2 2 4 65 66 4 3
25 1 0 0 48 44 74 1 2 1 74 75 3 4
17 1 0 0 44 27 96 1 2 1 309 321 4 2
26 1 1 0 1 63 80 3 2 1 350 318 2 0
14 1 0 0 29 9 100 1 2 1 145 145 2 1
25 2 0 0 21 44 75 4 2 1 221 214 1 1
24 1 0 0 39 43 81 2 1 1 68 74 2 1
29 1 0 0 20 53 84 2 2 1 249 246 5 6
24 1 0 0 14 27 92 1 2 1 248 245 0 0
15 1 0 0 39 21 87 5 2 1 58 54 5 4
16 1 0 0 41 17 80 0 1 1 84 73 1 1
31 1 1 0 7 43 66 5 2 1 202 207 2 1
18 1 0 0 62 136 64 5 2 1 91 100 4 4
26 1 0 0 19 26 91 1 2 1 55 62 9 8
27 1 0 0 24 40 74 2 2 1 234 225 2 1
26 1 0 0 25 24 84 1 1 1 78 79 2 2
17 1 0 0 33 40 75 2 2 1 108 124 4 3
22 1 0 0 16 48 85 2 2 1 219 219 1 0
15 2 0 0 42 64 72 4 2 0 91 90 3 2
25 2 0 0 22 46 77 2 2 1 98 110 1 0
28 1 0 0 6 23 82 0 2 1 172 169 1 1
13 1 0 0 8 27 88 1 2 1 84 83 2 2
9 1 0 0 49 19 100 1 2 1 145 145 2 1
22 1 0 0 23 39 92 6 2 1 72 76 4 3
29 1 0 0 64 66 67 3 2 1 280 312 2 1
20 1 0 0 33 52 87 6 2 1 71 67 2 2
18 1 0 0 19 30 69 2 2 1 101 102 3 2
7 1 0 0 55 2 100 0 2 1 145 145 2 1
19 1 0 0 30 12 85 1 2 1 120 120 2 2
35 1 1 0 29 62 52 2 2 1 145 145 2 1
29 1 0 0 16 24 80 2 1 1 234 245 2 1
19 1 0 0 41 76 67 3 2 1 107 91 3 3
24 1 0 0 28 9 67 1 2 1 109 80 1 1
23 1 0 0 35 26 75 4 2 2 145 145 2 1
21 1 0 0 20 48 91 3 2 1 350 329 2 0
23 1 0 0 23 46 75 1 2 4 145 145 2 1
20 1 0 0 27 40 68 1 2 1 153 121 1 1
23 2 1 0 29 33 75 2 2 1 145 145 2 1
21 2 0 0 52 31 88 3 2 1 246 249 1 0
28 1 0 0 12 35 75 6 2 0 87 87 1 1
24 1 0 0 47 17 92 1 2 1 214 204 0 1
30 1 0 0 47 38 61 10 2 1 278 291 1 1
16 1 0 0 27 12 94 3 2 1 55 69 1 1
17 1 0 0 29 76 84 5 2 1 55 58 2 2
23 1 0 0 49 4 75 1 2 0 145 145 2 1
31 1 0 0 62 73 58 3 2 1 306 302 4 4
25 1 0 0 14 49 85 3 2 1 290 282 1 1
21 1 0 0 25 72 83 1 2 1 236 243 4 4
23 2 1 0 29 48 75 4 2 1 145 145 2 1
20 1 0 0 51 52 88 2 1 1 92 96 1 1
20 1 0 0 4 20 87 2 2 1 212 218 0 0
20 1 0 0 34 52 59 1 1 1 79 68 2 2
25 1 0 0 13 4 94 1 1 1 172 159 0 0
26 1 0 0 88 65 27 4 2 1 286 300 2 2
27 1 0 0 43 55 70 2 2 1 330 42 2 0
27 1 0 0 32 40 81 1 2 1 52 339 1 0
23 2 1 0 7 34 64 2 2 1 190 317 1 0
25 1 0 0 16 16 93 2 2 1 214 215 1 1
23 2 2 0 29 53 75 8 2 1 145 145 2 1
25 1 0 0 13 50 80 23 2 0 243 256 1 1
33 1 0 0 57 134 61 2 2 1 322 25 2 0
18 1 0 0 14 13 80 1 2 1 158 182 1 1
23 1 0 0 24 10 73 1 2 1 39 49 0 1
18 2 0 0 19 47 83 8 2 1 196 238 1 0
30 1 0 0 12 35 74 3 2 1 208 202 3 2
31 1 0 0 54 33 66 4 1 1 294 199 1 1
17 1 0 0 28 53 81 5 2 1 99 132 0 0
27 1 0 0 31 24 3 3 2 6 114 114 1 1
18 1 0 0 49 48 95 1 2 1 28 24 10 8
19 2 0 0 29 13 76 2 2 1 145 145 2 1
16 1 0 0 48 28 87 1 2 1 96 92 2 3
23 2 2 0 29 68 75 3 3 1 145 145 2 1
24 1 0 0 19 45 79 7 2 1 57 46 2 2
30 1 0 0 48 53 74 1 2 1 305 292 2 1
18 1 0 0 34 18 100 0 2 1 145 145 2 1
20 1 0 0 54 62 59 3 2 1 185 184 5 3
31 1 0 0 11 38 77 2 2 1 178 186 2 1
0 1 4 0 40 17 0 3 2 1 145 145 2 1
20 1 0 0 36 113 92 5 2 1 42 39 1 1
24 1 0 0 31 55 76 4 2 1 143 108 0 0
20 2 3 1 29 123 66 5 3 1 145 145 2 1
17 1 0 0 13 56 74 2 2 1 97 277 1 0
26 1 0 0 19 46 75 2 2 1 218 184 0 0
31 1 0 0 76 48 50 1 2 1 290 258 1 0
23 2 1 0 29 45 75 6 2 1 145 145 2 1
23 2 1 0 29 43 75 2 2 1 145 145 2 1
15 1 1 0 2 71 61 2 2 1 46 284 1 0
21 2 2 0 29 96 64 5 3 1 145 145 2 1
16 1 0 0 68 138 54 7 2 1 63 65 7 7
23 1 0 0 23 17 75 1 2 0 145 145 2 1
25 2 0 0 11 7 81 1 2 1 119 122 1 1
14 1 0 0 59 26 97 2 2 1 145 145 2 1
29 1 0 0 32 53 65 4 2 1 267 256 1 1
23 2 0 0 29 73 75 8 2 1 145 145 2 1
28 1 0 0 17 30 76 2 2 1 57 56 4 3
16 1 0 0 23 40 88 2 2 1 114 112 2 2
25 1 0 0 25 46 90 4 2 1 316 219 0 0
33 1 0 0 74 38 56 5 1 1 59 63 2 1
29 2 1 0 11 41 71 3 2 1 189 188 1 1
27 1 0 0 50 51 80 2 2 1 357 308 3 1
26 2 2 0 29 57 82 2 3 1 145 145 2 1
32 1 1 0 21 37 57 4 2 1 252 250 3 2
33 1 0 0 20 15 65 1 2 1 98 103 6 5
27 2 1 0 29 44 66 2 2 1 145 145 2 1
28 1 0 0 6 42 83 3 2 1 214 217 2 2
23 2 2 0 29 64 75 4 3 1 145 145 2 1
23 1 0 0 29 46 75 2 2 1 145 145 2 1
29 1 0 0 16 32 69 4 2 1 26 33 2 1
27 1 0 0 59 42 76 2 2 1 45 52 1 2
28 1 0 0 6 33 97 2 2 1 79 152 2 4
19 1 0 0 25 72 72 4 2 1 76 71 6 6
24 1 0 0 36 38 70 2 2 1 55 55 4 4
17 1 0 0 33 16 69 1 2 1 87 97 2 1
34 2 0 0 50 35 52 2 2 1 299 291 3 2
31 1 0 0 21 39 65 11 2 1 124 159 1 1
22 1 0 0 13 34 76 10 2 1 54 46 3 3
31 1 0 0 7 19 69 3 2 1 284 284 1 1
22 1 0 0 57 19 100 2 2 1 145 145 2 1
19 2 0 0 29 32 82 2 2 1 145 145 2 1
21 2 0 0 1 66 80 7 2 0 232 92 0 1
23 1 0 0 29 57 75 6 2 1 145 145 2 1
25 2 0 0 6 37 78 1 2 1 186 159 1 0
16 1 0 0 44 15 80 1 1 1 115 153 0 1
26 1 0 0 11 34 86 2 1 1 261 45 0 0
13 1 0 0 6 49 84 3 2 1 97 100 1 1
17 2 0 0 31 32 90 1 2 0 17 34 2 1
27 1 0 0 10 7 86 1 2 1 106 109 1 1
31 2 1 0 101 126 64 3 2 1 3 23 1 0
23 1 0 0 40 46 75 2 2 9 145 145 2 1
25 2 1 0 14 61 81 7 2 1 176 166 0 0
16 1 0 0 22 31 76 1 2 1 90 89 3 3
17 1 0 0 42 65 70 2 2 1 107 103 3 3
17 1 0 0 46 44 65 2 2 1 51 49 7 7
21 1 0 0 46 22 86 2 2 1 48 47 4 4
21 1 0 0 7 28 83 3 2 1 114 127 0 0
23 1 0 0 33 32 75 2 2 3 145 145 2 1
28 1 0 0 26 14 1 0 2 1 0 145 2 1
30 1 0 0 66 60 65 24 2 1 66 88 2 1
13 1 0 0 28 32 75 1 2 1 150 136 1 0
14 1 0 0 28 42 60 1 2 1 98 89 2 2
22 1 0 0 25 34 77 1 2 1 76 73 3 2
11 1 0 0 34 58 66 4 2 1 135 142 1 1
28 1 0 0 79 34 67 4 1 1 74 24 1 0
16 1 0 0 42 18 85 3 2 0 79 74 2 2
28 1 0 0 12 34 76 5 2 1 357 320 1 0
18 1 0 0 33 54 83 9 2 1 78 82 3 3
18 1 0 0 44 56 61 3 2 1 106 105 2 2
31 1 0 0 33 33 75 7 1 1 83 81 1 0
21 1 0 0 17 32 86 1 2 1 289 283 1 2
26 1 0 0 48 16 87 2 2 1 313 318 1 1
27 1 0 0 46 27 58 19 2 1 59 52 1 1
26 1 0 0 6 39 82 1 2 1 173 139 1 1
19 2 1 0 29 157 60 11 2 1 145 145 2 1
32 1 0 0 42 26 62 8 2 1 283 282 5 2
27 2 1 0 29 115 61 16 2 1 145 145 2 1
30 1 0 0 18 21 60 3 2 2 223 217 1 1
17 1 0 0 15 39 82 1 2 1 208 186 0 0
28 1 0 0 4 31 84 7 2 0 170 146 0 0
23 1 0 0 20 14 91 1 2 1 88 80 2 2
23 1 0 0 13 32 75 1 2 0 145 145 2 1
18 2 0 0 13 73 82 2 2 1 185 144 0 0
24 1 0 0 34 18 83 1 2 1 49 39 1 1
23 2 0 0 31 96 73 2 2 1 71 86 1 0
29 1 0 0 21 28 61 1 2 1 252 246 1 1
27 2 1 0 29 47 67 5 2 1 145 145 2 1
21 1 0 0 25 33 84 1 2 1 60 56 5 5
30 1 0 0 40 49 72 2 2 1 315 312 2 2
30 1 0 0 21 37 60 14 2 1 69 10 2 1
13 1 0 0 45 11 95 0 2 1 75 76 1 1
35 1 1 0 29 51 46 2 2 1 145 145 2 1
35 1 0 0 15 20 60 2 1 4 80 72 2 1
31 1 1 0 35 45 62 5 2 1 153 172 1 0
25 2 1 0 6 83 76 3 2 1 104 9 0 0
23 1 0 0 2 35 75 2 2 0 145 145 2 1
15 2 0 0 24 51 84 4 2 1 88 98 4 3
